Nama Makanan,Bahan Makanan,Bahan Dasar,Kalori,Protein,Lemak,Karbohidrat,Kehalalan,Resep,Harga,Alergi Telur,Alergi Kacang,Alergi Kedelai,Alergi Seafood,Alergi udang,Alergi susu
Braised Pork Belly,Daun bawang,"Daun, bawang",400,20,35,5,0,"Langkah 1
Campurkan pork belly, jahe dan bawang putih aduk rata
Langkah 2
Tumis di wajan tanpa minyak, terus aduk sampai bawang putih dan jahe harum, minyak dari pork belly akan keluar jadi tidak perlu menambahkan minyak
Langkah 3
Masukan gula batu, aduk rata sampai meleleh, masukan kecap asin, kecap manis, mirin, bumbu ngohiong, lada, aduk dengan pork belly sampai wangi. Tambahkan air/ kaldu
Langkah 4
Setelah mendidih, masak dengan api kecil masak selama 1 jam, sesekali aduk.
Langkah 5
Setelah meresap. Besarkan api, aduk terus selama 1-2 mnt agar kuah mengental",,0,0,0,0,0,0
"Babi Goreng Kunyit Ketumbar","Marinasi :
500 gr Pork Belly campur Kapsim (potong2 agak kecil)
1 pc Perasan Jeruk Nipis
4 siung Bawang Putih (haluskan)
2 ruas Kunyit (haluskan)
1 tsp Ketumbar Bubuk
1/2 tbsp Garam
1 tsp Vetsin HK / Totole
2 tsp Merica Bubuk
Bahan Lain :
Secukupnya Air
Secukupnya Minyak Goreng

","Marinasi, :, Pork, Belly, campur, Kapsim, (potong, agak, kecil), pc, Perasan, Jeruk, Nipis, Bawang, Putih, (haluskan), Kunyit, (haluskan), tsp, Ketumbar, Bubuk, /, tbsp, Garam, tsp, Vetsin, HK, /, Totole, tsp, Merica, Bubuk, Bahan, Lain, :, Air, Minyak, Goreng",300,15,20,10,0,"Langkah 1
Beri perasan jeruk nipis dan garam ke daging yg sudah dipotong2, campur remas2. Lalu beri sisa bahan2 marinasi, remas2 kembali merata. Tekan2 lalu tutup wadah dan simpan dalam kulkas minimal 1jam. Saya simpan semalaman dalam kulkas dalam wadah tertutup.
Babi Goreng Kunyit Ketumbar langkah memasak 1 foto
Babi Goreng Kunyit Ketumbar langkah memasak 1 foto
Babi Goreng Kunyit Ketumbar langkah memasak 1 foto
Langkah 2
Panaskan wajan, masukkan marinasi daging, aduk2 sebentar sampai daging berubah warna. Lalu beri secukupnya air (kurang lebih sampai daging hampir terendam. Masak sampai mendidih, lalu kecilkan api. Tutup wajan. Masak sampai air susut habis.
Babi Goreng Kunyit Ketumbar langkah memasak 2 foto
Babi Goreng Kunyit Ketumbar langkah memasak 2 foto
Babi Goreng Kunyit Ketumbar langkah memasak 2 foto
Langkah 3
Setelah air susut habis dan daging cukup empuk, tuang secukupnya minyak goreng. Tidak usah terlalu banyak karena cara goreng nya bukan di deep fry. Lebih ke arah tumis. Tumis sampai daging kecoklatan. Angkat dan sajikan.
Babi Goreng Kunyit Ketumbar langkah memasak 3 foto
Babi Goreng Kunyit Ketumbar langkah memasak 3 foto",,0,0,0,0,0,0
"Pork Udon ala Vietnam, kuah manis gurih enak banget!.","400 gr pork belly
2 buah wortel, potong2
2 porsi udon
Tambahan sayuran yg cocok: jamur, celery, pok coy (iris2)
Bahan kuah
750 ml air kaldu sapi (pake rebusan bekas bikin dendeng)
 Daging sapi geprek cabe ijo
500-700 ml air kaldu ayam (aku pake rebusan jantung ayam)
20-30 gr gula batu (wajib, jgn diganti)
1/2 sdm kecap ikan
1 sdt garam
1 sdt kaldu sapi
1 sdt kaldu ayam
1 buah sereh besar (geprek)
Bahan topping
Telur marinasi korea (opsional)
 Banchan Korea: Telur 1/2 matang yang dimarinasi (gyeranjang)
1 buah selada
1 genggam cilantro (daun wansui - kalau bisa ada ini salah 1 ciri khas)
2 buah Daun bawang, iris miring","pork, belly, wortel,, porsi, udon, Tambahan, sayuran, yg, cocok:, jamur,, celery,, pok, coy, (iris, ), Bahan, kuah, ml, air, kaldu, sapi, (pake, rebusan, bekas, bikin, dendeng), Daging, sapi, geprek, cabe, ijo, -, ml, air, kaldu, ayam, (aku, pake, rebusan, jantung, ayam), -, gula, batu, (wajib,, jgn, diganti), /, kecap, ikan, garam, kaldu, sapi, kaldu, ayam, sereh, (geprek), Bahan, topping, Telur, marinasi, korea, (opsional), Banchan, Korea:, Telur, /, matang, yang, dimarinasi, (gyeranjang), selada, genggam, cilantro, (daun, wansui, -, kalau, bisa, ada, ini, salah, ciri, khas), Daun, bawang,, miring",300,15,10,30,0,"Langkah 1
Rebus daging babi sebentar di air panas sekitar 3 menit setelah itu pindahkan pork belly ke panci yg berisi air kaldu beserta dengan bumbu2 kuah lalu rebus sekitar 40 menit, dengan api kecil cenderung sedang
Langkah 2
Di menit ke-30 masukkan sayuran yg sudah kita potong2 lalu rebus bersama daging babi.
Langkah 3
Di menit ke 40 kita angkat babi lalu biarkan dingin setelah itu potong2 bite size. Kecilkan api di panci
Langkah 4
Rebus udon sampai lunak (3 menit) lalu pindahkan ke mangkok. Beri topping daging babi, selada, telur terakhir siram kuah ke udon
Langkah 5
Sajikan dengan sambal soto atau sambal bangkok. Enang bangettt
",,1,0,1,1,0,0
Bihun goreng babi,"2 lbr bihun jagung (sy pakai merk Bijag)
3 bh wortel uk sedang
1/4 bh kubis
8 bh bakso sapi
100 gr daging babi
2 bh cabe merah tanjung
1 btg daun bawang
Secukupnya kecap manis
Secukupnya kaldu jamur (bebas, mw pakai garam jg bisa)
1/2 sdt merica bubuk
2 sdm minyak untuk menumis
Secukupnya air putih
2 sdm bumbu putih (ada di resep)
 Bumbu Putih
2 sdm saus tiram
1 sdm kecap inggris
1 sdt kecap ikan
1 sdm minyak wijen
Secukupnya gulpas","lbr, bihun, jagung, (sy, pakai, merk, Bijag), wortel, uk, /, kubis, bakso, sapi, daging, babi, cabe, merah, tanjung, btg, daun, bawang, kecap, manis, kaldu, jamur, (bebas,, mw, pakai, garam, jg, bisa), /, merica, bubuk, minyak, untuk, menumis, air, putih, bumbu, putih, (ada, di, resep), Bumbu, Putih, saus, tiram, kecap, inggris, kecap, ikan, minyak, wijen, gulpas",400,20,15,40,0,"Langkah 1
Bersihkan sayur2an, daun bawan dan cabai (buang biji). Sambil menunggu didihkan air secukupnya (untuk seduh bihun).
Langkah 2
Potong sayuran, daun bawang sesuai selera, lalu iris serong cabai merah.
Langkah 3
Iris tipis bakso juga daging babinya. Daging babi setelah dipotong dimarinasi sebentar menggunakan kecap inggris dan kecap ikan.
Langkah 4
Taruh 2lbr bihun dalam baskom lalu seduh menggunakan air mendidih selama kurleb 10 menit / sampai bihun matang (tingkat kematangan sesuai selera ya). Angkat dan tiriskan. Lalu masukkan ke dalam wadah bersih lainnya.
Langkah 5
Mulai bumbui bihun dalam wadah campur dengan minyak wijen lalu aduk2 sampai bihun tidak lengket. Jika dirasa sudah tidak lengket tambahkan kecap manis, kaldu jamur, merica bubuk, aduk2 sampai rata lalu test rasa. Jika diras sudah cukup maknyuuss rasanya, sisihkan. (Nb: saya bumbui bihun terlebih dahulu, dengan tujuan agar rasa pada bihunnya merata)
Langkah 6
Tumis bumbu putih sampai harum dan agak berubah warna hingga kecoklatan, lalu masukkan daun bawang tumis hingga layu.
Langkah 7
Masukkan daging babi dan bakso, tumis bersama bumbu hingga daging berubah warna, lalu masukkan wortel dan kubis. Tambahkan saus tiram aduk rata, tambahkan air secukupnya. MasK hingga sayur dan daging matang.
Langkah 8
Tambahkan kaldu jamur/garam dan gulpas,test rasa, jika sudah oke rasanya baru masukkan bihun yg sudah dibumbui tadi.
Langkah 9
Masak hingga air surut dan sampai sayuran tercampur rata dengan bihunnya. Test rasa lagi, kalau ada yg kurang pas bisa ditambah bumbu lainnya.
Langkah 10
Jika sudah pas rasanya,matikan kopor, tuang dalam wadah, sajikan selagi hangat.",,0,0,1,1,0,0
Babi Tauco Rawit,"Marinasi :
300 gr Pork Belly (iris2)
200 gr Kapsim Babi (iris2)
1 tsp Merica Bubuk
(Campur merata bahan2 di atas lalu diamkan sekitar 10 menit)
Bahan Lain :
5 siung Bawang Putih (geprek, cincang)
5 siung Bawang Merah (iris)
1 batang Sereh (ambil bagian putih nya saja lalu iris2 tipis)
2 pcs Daun Salam
3 iris Jahe (beserta kulitnya, cuci bersih dahulu)
1 pc Cabe Merah Besar (iris tipis)
1 genggam Rawit Hijau Utuh beserta batangnya - banyak sesuai selera
Secukupnya Air
Secukupnya Minyak untuk menumis
Bumbu :
Sedikit Garam
2 tbsp Shaoxing Wine / Angciu - optional agar lebih wangi
2 tbsp Kecap Asin (cap Angsa)
3 tbsp Kecap Manis - banyak disesuaikan
4 tbsp Tauco (saya pakai tauco asin botol merk Kokita) - banyak disesuaikan kalau suka aroma taco kuat boleh ditambah disesuaikan dengan banyaknya air ya
Secukupnya Merica Bubuk
1 tsp Vetsin HK / Totole
1 tsp Knorr Ayam
2 tsp Gula Pasir","Marinasi, :, Pork, Belly, (iris, ), Kapsim, Babi, (iris, ), tsp, Merica, Bubuk, (Campur, merata, bahan, di, atas, diamkan, sekitar, menit), Bahan, Lain, :, Bawang, Putih, (geprek,, cincang), Bawang, Merah, (iris), batang, Sereh, (ambil, bagian, putih, nya, saja, tipis), pcs, Daun, Salam, Jahe, (beserta, kulitnya,, cuci, bersih, dahulu), pc, Cabe, Merah, (iris, tipis), genggam, Rawit, Hijau, Utuh, beserta, batangnya, -, banyak, sesuai, selera, Air, Minyak, untuk, menumis, Bumbu, :, Garam, tbsp, Shaoxing, Wine, /, Angciu, -, optional, agar, lebih, wangi, tbsp, Kecap, Asin, (cap, Angsa), tbsp, Kecap, Manis, -, banyak, disesuaikan, tbsp, Tauco, (saya, pakai, tauco, asin, botol, merk, Kokita), -, banyak, disesuaikan, kalau, suka, aroma, taco, kuat, boleh, ditambah, disesuaikan, dengan, banyaknya, air, ya, Merica, Bubuk, tsp, Vetsin, HK, /, Totole, tsp, Knorr, Ayam, tsp, Gula, Pasir",300,20,15,15,0,"Langkah 1
Panaskan seccukupnya minyak dalam wajan. Masukkan bawang putih, sereh, daun salam, jahe, sedikit garam dan gula pasir. Tumis sampai wangi lalu masukkan bawang merah dan cabe, tumis sampai wangi dan bawang putih sedikit kecoklatan.
Babi Tauco Rawit langkah memasak 1 foto
Babi Tauco Rawit langkah memasak 1 foto
Langkah 2
Masukkan irisan daging yg telah di marinasi dengan merica. Aduk2 masak sampai berubah warna. Beri kecap asin, aduk, lalu siram dengan Angciu.
Babi Tauco Rawit langkah memasak 2 foto
Babi Tauco Rawit langkah memasak 2 foto
Langkah 3
Masukkan kecap manis, aduk, lalu masukkan tauco. Tumis sampai wangi lalu beri secukupnya air. Beri sisa bumbu2 lalu TEST RASA! Jangan terlalu asin krn air akan disusutkan sedikit. Kalau suka lebih berkuah disesuaikan saja ya bumbu2 dan jumlah air nya. Masak sampai mendidih.
Babi Tauco Rawit langkah memasak 3 foto
Babi Tauco Rawit langkah memasak 3 foto
Babi Tauco Rawit langkah memasak 3 foto
Langkah 4
Lalu tutup wajan dan kecilkan api sampai paling kecil. Sesekali di check ya sampai daging empuk, di tengah2 buang daun salam nya agar tidak terlalu kuat bau nya. Kalau air mulai menyusut dan daging belum empuk, tambah lagi air. Ulangi proses sampai keempukan daging yg diinginkan. Setelah daging mulai empuk, masukkan cabe rawit utuh, tutup lg wajan. Setelah kematangan pas, test rasa terakhir. Angkat dan sajikan.
Babi Tauco Rawit langkah memasak 4 foto",,0,0,1,1,1,0
Sup Iga Babi (B2),"1/4 kg Iga babi
Daun bawang + Seledri (iris potong)
2 batang sereh (memar)
Jika mau ditambahkan kacang merah silahkan, saya skip kacang Krn persediaan kacangnya habis. Pake apa yg ada saja dulu di dapur
Bumbu Halus
Merica
4 siung Bawang merah
5 siung Bawang Putih
1/4 ruas Jahe
1/4 ruas Lengkuas (memar)
1/2 sdt Garam
Kaldu bubuk Totole","/, Iga, babi, Daun, bawang, +, Seledri, (iris, potong), batang, sereh, (memar), Jika, mau, ditambahkan, kacang, merah, silahkan,, saya, skip, kacang, Krn, persediaan, kacangnya, habis., Pake, apa, yg, ada, saja, dulu, di, dapur, Bumbu, Merica, Bawang, merah, Bawang, Putih, /, Jahe, /, Lengkuas, (memar), /, Garam, Kaldu, bubuk, Totole",300,20,15,10,0,"Langkah 1
Daging iga babi di rebus lalu buang air kemudian rebus kembali dengan air hingga mendidih.
Langkah 2
Jika air rebusan sudah mendidih, masukkan bumbu halus, lengkuas + sereh
Langkah 3
Rebus sampai mendidih dan koreksi rasa dan masukkan daun bawang seledri. Jika sudah angkat dan hidangkan.",,0,1,0,0,0,0
Sate babi pedas manis,"500 gr daging babi untuk sate
Tusukan sate
Bumbu halus
7 btr bwg merah
4 btr bwg putih
2 buah cabe merah besar, buang biji
3 btr cabe rawit
1 jempol laos
1 jempol jahe
3 cm kunyit
3 butir kemiri
1 sdm ketumbar
4 lbr daun jeruk, buang tulang tengahnya
Bumbu lain
50 gr gula merah, iris
3 sdm kecap manis
1 sdm margarin
1 sdm gula pasir
1/2 sdt garam
Bahan lain
2 sdm minyak
Secukupnya air
Secukupnya kaldu jamur
Secukupnya merica","daging, babi, untuk, sate, Tusukan, sate, Bumbu, btr, bwg, merah, btr, bwg, putih, cabe, merah, besar,, buang, biji, btr, cabe, rawit, jempol, laos, jempol, jahe, cm, kunyit, kemiri, ketumbar, lbr, daun, jeruk,, buang, tulang, tengahnya, Bumbu, lain, gula, merah,, kecap, manis, margarin, gula, pasir, /, garam, Bahan, lain, minyak, air, kaldu, jamur, merica",200,10,10,15,0,"Langkah 1
Cuci bersih dan potong bumbu halus. Beri minyak dan blender hingga halus, sisihkan. Siapkan bumbu lainnya dan sisihkan.
Sate babi pedas manis langkah memasak 1 foto
Sate babi pedas manis langkah memasak 1 foto
Sate babi pedas manis langkah memasak 1 foto
Langkah 2
Cuci bersih daging iris dgn ketebalan 1cm, terus ak cacah tp tidak sampai putus baru iris dadu. Sisihkan.
Sate babi pedas manis langkah memasak 2 foto
Langkah 3
Panaskan pan, masak bumbu halus hingga matang. Warnany berubah dan jd sdkt menggumpal ya.
Sate babi pedas manis langkah memasak 3 foto
Sate babi pedas manis langkah memasak 3 foto
Langkah 4
Masukkan bumbu lainnya, beri sedikit air. Masak hingga rata dan air menguap. Beri sedikit merica dan kaldu jamur, Koreksi rasa. Angkat dan dinginkan.
Sate babi pedas manis langkah memasak 4 foto
Sate babi pedas manis langkah memasak 4 foto
Langkah 5
Campur bumbu dengan daging, aduk rata. Simpan dalam kulkas semalaman.
Sate babi pedas manis langkah memasak 5 foto
Sate babi pedas manis langkah memasak 5 foto
Langkah 6
Rendam tusukan sate kurleb 10-15 menit. Tiris dan mulai susun tusuk, lakukan hingga habis.
Langkah 7
Panggang di teflon / grill pan sambil dioles sisa bumbu hingga matang. Sajikan
Sate babi pedas manis langkah memasak 7 foto
Sate babi pedas manis langkah memasak 7 foto",,0,0,1,0,0,0
Sup Babi Kacang Merah,"180 gram daging babi, iris sesuai selera
200 gram kacang merah jumbo (yang agak putih)
1 buah wortel
5-6 siung bawang merah
4 siung bawang putih
5-8 cm kayu manis
2-3 cm jahe
5 lembar daun jeruk
2 sdt garam
1 sdt gula
1/2 sdt lada
1/2 sdt kaldu jamur","gram, daging, babi,, sesuai, selera, gram, kacang, merah, jumbo, (yang, agak, putih), wortel, -, bawang, merah, bawang, putih, -, cm, kayu, manis, -, cm, jahe, daun, jeruk, garam, gula, /, lada, /, kaldu, jamur",300,20,15,20,0,"Langkah 1
Cuci bahan², tiriskan.
Cincang bawang putih & bawang merah, sisihkan (boleh juga ditumis dulu). Rebus kacang merah sampai mendidih 3-5 menit lalu buang airnya, sisihkan. Potong/ iris daging sesuai selera, sisihkan.
Langkah 2
Didihkan air (kira² 1,2 liter), masukkan jahe yang sudah digeprek/ cukup diiris² tapi tidak putus, masukkan kayu manis.
Jika sudah mendidih masukkan kacang merah & daging, rebus sampai agak empuk. Buang kotoran yang mengambang.
Langkah 3
Masukkan bawang merah & bawang putih tadi, tambahkan garam, gula, lada, dan kaldu jamur. Masukkan wortel, lalu koreksi rasa.
Langkah 4
Tes apakah wortel sudah empuk, lalu masukkan daun jeruk (boleh diremas² atau digunting²), didihkan lagi sekitar 5 menit. Matikan api dan tunggu 5-10 menit, kuah siap dihidangkan. Wanginya aduhai bikin laper 😄",,0,1,0,0,0,0
Tumis Rebung Samcan,"Marinasi :
300 gr Pork Belly (iris tipis2)
1 tbsp Kecap Ikan
1 tbsp Kecap Asin (cap Angsa)
1 tbsp Shaoxing Wine
1 tsp Totole / Vetsin HK
1 tsp Minyak Wijen
1/2 tsp Merica Bubuk
1 tsp Tepung Maizena
(Campur merata dan diamkan dalam kulkas minimal 30 menit)
Bahan Lain :
1 kaleng Rebung (saya pakai merk Ma Ling) - iris2 buang air nya
6 siung Bawang Putih (geprek, cincang halus)
1 tbsp Ebi Kering
1/4 Juhi Kering (iris tipis)
Sedikit Ikan Pihi Kering +- 3cm (iris tipis) - optional
Secukupnya Air (kalau suka agak berkuah pakai lebih banyak)
Secukupnya Minyak untuk menumis
Bumbu :
Sedikit Garam
2 tbsp Shaoxing Wine / Angciu
1 tbsp Kecap Ikan
1 tbsp Kecap Asin (cap Angsa)
1/2 kaldu block Maggi Ayam / 1/2 tsp Knorr Ayam
1 tsp Totole / Vetsin HK
1 tsp Gula Pasir
Sesuai selera Merica Bubuk","Marinasi, :, Pork, Belly, (iris, ), tbsp, Kecap, Ikan, tbsp, Kecap, Asin, (cap, Angsa), tbsp, Shaoxing, Wine, tsp, Totole, /, Vetsin, HK, tsp, Minyak, Wijen, /, tsp, Merica, Bubuk, tsp, Tepung, Maizena, (Campur, merata, dan, diamkan, dalam, kulkas, minimal, menit), Bahan, Lain, :, kaleng, Rebung, (saya, pakai, merk, Ma, Ling), -, buang, air, nya, Bawang, Putih, (geprek,, cincang, halus), tbsp, Ebi, Kering, /, Juhi, Kering, (iris, tipis), Ikan, Pihi, Kering, +-, cm, (iris, tipis), -, optional, Air, (kalau, suka, agak, berkuah, pakai, lebih, banyak), Minyak, untuk, menumis, Bumbu, :, Garam, tbsp, Shaoxing, Wine, /, Angciu, tbsp, Kecap, Ikan, tbsp, Kecap, Asin, (cap, Angsa), /, kaldu, block, Maggi, Ayam, /, /, tsp, Knorr, Ayam, tsp, Totole, /, Vetsin, HK, tsp, Gula, Pasir, Sesuai, selera, Merica, Bubuk",200,10,10,15,0,"Langkah 1
Panaskan minyak dalam wajan, tumis bawang putih, ebi, juhi, pihi dengan sedikit garam, gula dan kecap ikan. Tumis sampai wangi.
Tumis Rebung Samcan langkah memasak 1 foto
Langkah 2
Masukkan samcan yg telah di marinasi, tumis sampai kecoklatan. Lalu masukkan rebung. Siram dengan Shaoxing Wine / Angciu. Aduk2 sebentar.
Tumis Rebung Samcan langkah memasak 2 foto
Tumis Rebung Samcan langkah memasak 2 foto
Langkah 3
Beri secukupnya air lalu masukkan sisa bumbu2. Test rasa! Setelah rasa pas, kecilkan api lalu tutup wajan masak sampai samcan empuk dan rebung matang. Angkat dan sajikan.
Tumis Rebung Samcan langkah memasak 3 foto
Langkah 4
NOTE : kalau suka lebih kering tidak berkuah, air beserta bumbu2 dan kecap2 dikurangi takarannya ya agar tidak keasinan!!!",,0,0,1,1,1,0
Tumis kentang maling,"1/2 kaleng maling, potong dadu
2 buah kentang ukuran kecil, potong dadu
1 buah bawang bombay kecil, cincang
2 batang daun bawang, iris serong
3 sdm kecap manis
secukupnya kaldu bubuk, garam, lada
100 ml air","/, kaleng, maling,, dadu, kentang, kecil,, dadu, bawang, bombay, kecil,, cincang, batang, daun, bawang,, serong, kecap, manis, kaldu, bubuk,, garam,, lada, ml, air",300,10,10,30,0,"1/2 kaleng maling, potong dadu
2 buah kentang ukuran kecil, potong dadu
1 buah bawang bombay kecil, cincang
2 batang daun bawang, iris serong
3 sdm kecap manis
secukupnya kaldu bubuk, garam, lada
100 ml air",,0,0,1,0,0,0
Bakso goreng babi (non-halal),"500 gr daging babi giling
300 gr tepung tapioka
5 butir telur ayam (size 6)
1 sdt garam atau sesuai selera
1 sdt chicken powder
1 sdt penyedap
sedikit lada putih
sedikit garlic powder
","daging, babi, giling, tepung, tapioka, telur, ayam, (size, ), garam, atau, sesuai, selera, chicken, powder, penyedap, lada, putih, garlic, powder",250,15,10,20,0,"Cara Membuat
Langkah 1
Campurakan semua bahan di dlm wadah yg besar
Langkah 2
Aduk adonan sampai merata dan bulatkan sesuai selera ukurannya
Langkah 3
Goreng dengan minyak panas dengan api sedang sampai kekuningan dan krispi (10-15menit)
Langkah 4
Tiriskan dan siap di hidangkan dengan sambal kesukaan",,1,0,0,0,0,0
Kuah Santan Pedas Teklik Babi,"3 kg teklik babi
1 lembar daun jeruk
2 sachet santa kara
15 siung bawang merah
10 siung bawang putih
2 ruas kunyit
secukupnya Penyedap
secukupnya Garam
secukupnya Gula pasir
sesuai selera Cabai
","teklik, babi, daun, jeruk, sachet, santa, kara, bawang, merah, bawang, putih, kunyit, Penyedap, Garam, Gula, pasir, sesuai, selera, Cabai",400,20,35,5,0,"Langkah 1
Potong teklik babi sesuai selera, cuci bersih. Lalu rebus sebentar sekitar 10 menit untuk menghilangkan kotoran dari teklik babi tersebut. Lalu cuci hingga bersih dan rebus hingga lunak
Kuah Santan Pedas Teklik Babi langkah memasak 1 foto
Langkah 2
Kupas bumbu, setelah itu goreng menggunakan minyak yang secukupnya
Kuah Santan Pedas Teklik Babi langkah memasak 2 foto
Kuah Santan Pedas Teklik Babi langkah memasak 2 foto
Kuah Santan Pedas Teklik Babi langkah memasak 2 foto
Langkah 3
Siapkan blender, lalu haluskan bumbu tadi yang sudah digoreng
Kuah Santan Pedas Teklik Babi langkah memasak 3 foto
Langkah 4
Setelah halus, tumis sebentar bumbu dan masukan selembar daun jeruk. Tumis hingga mengeluarkan aroma yang sedap
Kuah Santan Pedas Teklik Babi langkah memasak 4 foto
Kuah Santan Pedas Teklik Babi langkah memasak 4 foto
Langkah 5
Setelah itu, masukan teklik yang sudah di rebus tadi. Aduk hingga bumbu merata, lalu masukan air secukupnya, santan kara, gula, garam dan penyedap rasa sesuai selera
Kuah Santan Pedas Teklik Babi langkah memasak 5 foto
Langkah 6
Tunggu hingga mendidih. Lalu siap untuk di hidangkan
Kuah Santan Pedas Teklik Babi langkah memasak 6 foto",,0,0,0,0,0,0
Babi Tumis Kelapa Gongseng Sedap,"300 kapsim babi, potong dadu
Garam
Kaldu
secukupnya Air
2 asam cikala
4 daun jeruk, sobek-sobek
Minyak goreng
1 sdt bumbu gongseng serbaguna
 Bumbu Bubuk Sebaguna
1 sdm kelapa gongseng
secukupnya Air
Bumbu halus
secukupnya Cabe rawit merah
3 bwg merah
2 bwg putih
1 ruas jahe
Lengkuas
2 batang daun serai
secukupnya Andaliman
Kunyit","kapsim, babi,, dadu, Garam, Kaldu, Air, asam, cikala, daun, jeruk,, sobek-sobek, Minyak, goreng, bumbu, gongseng, serbaguna, Bumbu, Bubuk, Sebaguna, kelapa, gongseng, Air, Bumbu, Cabe, rawit, merah, bwg, merah, bwg, putih, jahe, Lengkuas, batang, daun, serai, Andaliman, Kunyit",300,20,15,20,0,"Langkah 1
Tumis bumbu halus hingga wangi, masukkan daging (tumis sebentar kemudian tambahkan air, garam, kaldu (tutup/masak hingga daging empuk dan kuah kering). Opsional aja klo mau berkuah bisa ditambahkan lagi air panas secukupnya supaya cepat masak
Babi Tumis Kelapa Gongseng Sedap langkah memasak 1 foto
Babi Tumis Kelapa Gongseng Sedap langkah memasak 1 foto
Babi Tumis Kelapa Gongseng Sedap langkah memasak 1 foto
Langkah 2
Tambahkan asam cakala, bumbu serbaguna, dan kelapa gongseng. Koreksi rasa
Babi Tumis Kelapa Gongseng Sedap langkah memasak 2 foto
Babi Tumis Kelapa Gongseng Sedap langkah memasak 2 foto
Babi Tumis Kelapa Gongseng Sedap langkah memasak 2 foto
Langkah 3
Hidangkan",,0,0,0,0,0,0
SOP kacang merah iga babi,"2 kg iga babi (di rebus ± 45 mnt atau lebih smpai empuk)
5 siung bawang putih (di cincang halus lalu di tumis)
2 bungkus lada bubuk (di sesuaikan dengan kebutuhan)
2 sdm kecap asin
3 buah wortel
1 ikat daun sop
1 buah tomat (di potong memanjang)
±1 bungkus bumbu racik sop sayur (disesuaikan sesuai kebutuhan)
3 genggam kacang merah (di rendam semalamam)","iga, babi, (di, rebus, ±, mnt, atau, lebih, smpai, empuk), bawang, putih, (di, cincang, di, tumis), bungkus, lada, bubuk, (di, sesuaikan, dengan, kebutuhan), kecap, asin, wortel, ikat, daun, sop, tomat, (di, memanjang), ±, bungkus, bumbu, racik, sop, sayur, (disesuaikan, sesuai, kebutuhan), genggam, kacang, merah, (di, rendam, semalamam)",400,25,15,30,0,"Langkah 1
Kacang merah yang sdah di rendam semalamam, di rebus ±30 mnt smpai empuk. Setelah itu tiriskan dan buang airnya.
Langkah 2
Masukan air baru secukupnya disesuaikan dengan kebutuhan, tunggu sampai mendidih kemudian masukan kacang merah dan wortel rebus smpai wortel empuk, kemudian masukan iga babi.
Langkah 3
Setelah itu masukkan lada bubuk dan bumbu racik sop sayur disesuaikan dengan kebutuhan.
Langkah 4
Koreksi rasa, jika sdah pas.
Masukan bawang putih tumis dan daun sop. Sajikan ",,0,1,1,1,1,0
Babi Tauco,"100 gram daging babi (bisa ganti daging sapi atau ayam)
2 sdm tauco
1/2 sdm kecap asin
2 buah bawang putih
1/2 ruas jahe, cincang halus
Secukupnya gula
Secukupnya lada
200 ml air","gram, daging, babi, (bisa, ganti, daging, sapi, atau, ayam), tauco, /, kecap, asin, bawang, putih, /, jahe,, cincang, gula, lada, ml, air",300,20,15,15,0,"Langkah 1
Bersihkan daging, potong kecil-kecil sesuai selera.
Langkah 2
Panaskan wajan dan beri sedikit minyak. Masukkan bawang putih dan jahe yang sudah di cincang, tumis hingga harum.
Langkah 3
Kemudian masukkan daging dan tumis hingga berubah warna.
Langkah 4
Masukkan tauco, kecap asin, gula dan lada.
Langkah 5
Masukkan air, masak di api kecil. (Saya gak pakai garam lagi karena sudah asin dari tauco dan kecap asin, jika kurang asin silahkan ditambah garam).
Langkah 6
Selanjutnya bisa koreksi rasa. Jika rasa sudah pas bisa matikan kompor.
Langkah 7
Sajikan hidangan di atas piring. Selamat mencoba ",,0,0,1,0,0,0
Babi rica rica,"3 kg Daging babi (dipotong dadu)
2 Lembar Daun jeruk
1 bungkus kunyit bubuk
2 btg sereh (digeprek)
secukupnya Daun kemangi
secukupnya Air
secukupnya Garam
secukupnya Gula
secukupnya Lada bubuk
bumbu halus
7 siung bawang merah
7 siung bawang putih
2 buah tomat
4 butir kemiri
1 ruas lengkuas
1 ruas jahe
5 buah Cabai kriting
30 buah Cabai rawit (bisa di sesuaikan)","Daging, babi, (dipotong, dadu), Daun, jeruk, bungkus, kunyit, bubuk, btg, sereh, (digeprek), Daun, kemangi, Air, Garam, Gula, Lada, bubuk, bumbu, bawang, merah, bawang, putih, tomat, kemiri, lengkuas, jahe, Cabai, kriting, Cabai, rawit, (bisa, di, sesuaikan)",300,20,15,10,0,"Langkah 1
Sangrai bumbu halus, kemudian di blender.
Babi rica rica langkah memasak 1 foto
Langkah 2
Setelah itu tumis bumbu yang sdah di blender hingga wangi, kemudian masukan sereh dan daun jeruk.
Langkah 3
Tumis hingga berubah warna, masukan daging babi dan tumis hingga air keluar dari daging babi tersebut, masukan air mineral secukupnya.
Babi rica rica langkah memasak 3 foto
Langkah 4
Masukan garam, gula dan lada bubuk secukupnya, jika rasa sdah pas, masukan daun kemangi. Siap di sajikan
",,0,0,0,1,0,0
